Number,Year,Month,Day,Hour,Minute,Temp,Salinity
13475,2019,7,24,9,20,9.659,35.0729
13476,2019,7,24,9,25,9.659,35.0729
13477,2019,7,24,9,30,9.66,35.0719
13478,2019,7,24,9,35,9.66,35.0719
13479,2019,7,24,9,40,9.661,35.0719
13480,2019,7,24,9,45,9.663,35.0709
13481,2019,7,24,9,50,9.664,35.0719
13482,2019,7,24,9,55,9.664,35.0709
13483,2019,7,24,10,0,9.665,35.0709
13484,2019,7,24,10,5,9.665,35.0709
13485,2019,7,24,10,10,9.665,35.0709
13486,2019,7,24,10,15,9.666,35.0709
13487,2019,7,24,10,20,9.667,35.0709
13488,2019,7,24,10,25,9.668,35.0709
13489,2019,7,24,10,30,9.668,35.0709
13490,2019,7,24,10,35,9.668,35.0699
13491,2019,7,24,10,40,9.668,35.0709
13492,2019,7,24,10,45,9.668,35.0699
13493,2019,7,24,10,50,9.669,35.0699
13494,2019,7,24,10,55,9.669,35.0699
13495,2019,7,24,11,0,9.67,35.0699
13496,2019,7,24,11,5,9.668,35.0689
13497,2019,7,24,11,10,9.668,35.0689
13498,2019,7,24,11,15,9.667,35.0689
13499,2019,7,24,11,20,9.668,35.0689
13500,2019,7,24,11,25,9.67,35.0689
13501,2019,7,24,11,30,9.671,35.0689
13502,2019,7,24,11,35,9.671,35.0689
13503,2019,7,24,11,40,9.672,35.0689
13504,2019,7,24,11,45,9.671,35.0689
13505,2019,7,24,11,50,9.671,35.0689
13506,2019,7,24,11,55,9.67,35.0689
13507,2019,7,24,12,0,9.669,35.0679
13508,2019,7,24,12,5,9.669,35.0689
13509,2019,7,24,12,10,9.67,35.0679
13510,2019,7,24,12,15,9.671,35.0679
13511,2019,7,24,12,20,9.671,35.0689
13512,2019,7,24,12,25,9.672,35.0689
13513,2019,7,24,12,30,9.674,35.0649
13514,2019,7,24,12,35,9.673,35.0659
13515,2019,7,24,12,40,9.674,35.0669
13516,2019,7,24,12,45,9.675,35.0669
13517,2019,7,24,12,50,9.675,35.0669
13518,2019,7,24,12,55,9.676,35.0679
13519,2019,7,24,13,0,9.676,35.0679
13520,2019,7,24,13,5,9.677,35.0679
13521,2019,7,24,13,10,9.676,35.0689
13522,2019,7,24,13,15,9.677,35.0679
13523,2019,7,24,13,20,9.678,35.0679
13524,2019,7,24,13,25,9.679,35.0679
13525,2019,7,24,13,30,9.679,35.0679
13526,2019,7,24,13,35,9.679,35.0679
13527,2019,7,24,13,40,9.679,35.0669
13528,2019,7,24,13,45,9.679,35.0669
13529,2019,7,24,13,50,9.681,35.0649
13530,2019,7,24,13,55,9.683,35.0659
13531,2019,7,24,14,0,9.685,35.0679
13532,2019,7,24,14,5,9.687,35.0669
13533,2019,7,24,14,10,9.686,35.0679
13534,2019,7,24,14,15,9.687,35.0669
13535,2019,7,24,14,20,9.686,35.0659
13536,2019,7,24,14,25,9.687,35.0649
13537,2019,7,24,14,30,9.687,35.0649
13538,2019,7,24,14,35,9.688,35.0649
13539,2019,7,24,14,40,9.688,35.0649
13540,2019,7,24,14,45,9.69,35.0639
13541,2019,7,24,14,50,9.691,35.0629
13542,2019,7,24,14,55,9.694,35.0619
13543,2019,7,24,15,0,9.697,35.0619
13544,2019,7,24,15,5,9.699,35.0599
13545,2019,7,24,15,10,9.699,35.0599
13546,2019,7,24,15,15,9.698,35.0579
13547,2019,7,24,15,20,9.696,35.0559
13548,2019,7,24,15,25,9.694,35.0569
13549,2019,7,24,15,30,9.692,35.0579
13550,2019,7,24,15,35,9.693,35.0609
13551,2019,7,24,15,40,9.694,35.0579
13552,2019,7,24,15,45,9.696,35.0589
13553,2019,7,24,15,50,9.699,35.0579
13554,2019,7,24,15,55,9.703,35.0569
13555,2019,7,24,16,0,9.707,35.0569
13556,2019,7,24,16,5,9.707,35.0569
13557,2019,7,24,16,10,9.707,35.0569
13558,2019,7,24,16,15,9.71,35.0559
13559,2019,7,24,16,20,9.711,35.0579
13560,2019,7,24,16,25,9.714,35.0569
13561,2019,7,24,16,30,9.716,35.0559
13562,2019,7,24,16,35,9.716,35.0559
13563,2019,7,24,16,40,9.713,35.0579
13564,2019,7,24,16,45,9.71,35.0599
13565,2019,7,24,16,50,9.707,35.0599
13566,2019,7,24,16,55,9.706,35.0619
13567,2019,7,24,17,0,9.706,35.0619
13568,2019,7,24,17,5,9.704,35.0609
13569,2019,7,24,17,10,9.704,35.0599
13570,2019,7,24,17,15,9.703,35.0599
13571,2019,7,24,17,20,9.706,35.0579
13572,2019,7,24,17,25,9.706,35.0579
13573,2019,7,24,17,30,9.706,35.0579
13574,2019,7,24,17,35,9.705,35.0589
13575,2019,7,24,17,40,9.704,35.0599
13576,2019,7,24,17,45,9.704,35.0609
13577,2019,7,24,17,50,9.705,35.0599
13578,2019,7,24,17,55,9.704,35.0609
13579,2019,7,24,18,0,9.704,35.0609
13580,2019,7,24,18,5,9.702,35.0599
13581,2019,7,24,18,10,9.698,35.0609
13582,2019,7,24,18,15,9.694,35.0629
13583,2019,7,24,18,20,9.694,35.0629
13584,2019,7,24,18,25,9.694,35.0619
13585,2019,7,24,18,30,9.69,35.0639
13586,2019,7,24,18,35,9.692,35.0639
13587,2019,7,24,18,40,9.692,35.0639
13588,2019,7,24,18,45,9.693,35.0629
13589,2019,7,24,18,50,9.69,35.0649
13590,2019,7,24,18,55,9.689,35.0649
13591,2019,7,24,19,0,9.689,35.0649
13592,2019,7,24,19,5,9.69,35.0659
13593,2019,7,24,19,10,9.691,35.0649
13594,2019,7,24,19,15,9.692,35.0639
13595,2019,7,24,19,20,9.695,35.0639
13596,2019,7,24,19,25,9.696,35.0649
13597,2019,7,24,19,30,9.699,35.0649
13598,2019,7,24,19,35,9.701,35.0649
13599,2019,7,24,19,40,9.703,35.0649
13600,2019,7,24,19,45,9.704,35.0659
13601,2019,7,24,19,50,9.706,35.0649
13602,2019,7,24,19,55,9.707,35.0649
13603,2019,7,24,20,0,9.706,35.0649
13604,2019,7,24,20,5,9.708,35.0639
13605,2019,7,24,20,10,9.706,35.0649
13606,2019,7,24,20,15,9.702,35.0649
13607,2019,7,24,20,20,9.699,35.0659
13608,2019,7,24,20,25,9.696,35.0679
13609,2019,7,24,20,30,9.693,35.0679
13610,2019,7,24,20,35,9.693,35.0679
13611,2019,7,24,20,40,9.692,35.0669
13612,2019,7,24,20,45,9.689,35.0679
13613,2019,7,24,20,50,9.686,35.0679
13614,2019,7,24,20,55,9.684,35.0679
13615,2019,7,24,21,0,9.682,35.0679
13616,2019,7,24,21,5,9.681,35.0679
13617,2019,7,24,21,10,9.679,35.0699
13618,2019,7,24,21,15,9.679,35.0709
13619,2019,7,24,21,20,9.678,35.0699
13620,2019,7,24,21,25,9.678,35.0679
13621,2019,7,24,21,30,9.677,35.0679
13622,2019,7,24,21,35,9.677,35.0679
13623,2019,7,24,21,40,9.677,35.0669
13624,2019,7,24,21,45,9.677,35.0679
13625,2019,7,24,21,50,9.676,35.0699
13626,2019,7,24,21,55,9.677,35.0699
13627,2019,7,24,22,0,9.678,35.0709
13628,2019,7,24,22,5,9.682,35.0719
13629,2019,7,24,22,10,9.682,35.0709
13630,2019,7,24,22,15,9.685,35.0709
13631,2019,7,24,22,20,9.683,35.0719
13632,2019,7,24,22,25,9.683,35.0709
13633,2019,7,24,22,30,9.683,35.0709
13634,2019,7,24,22,35,9.682,35.0719
13635,2019,7,24,22,40,9.684,35.0719
13636,2019,7,24,22,45,9.686,35.0709
13637,2019,7,24,22,50,9.685,35.0719
13638,2019,7,24,22,55,9.684,35.0719
13639,2019,7,24,23,0,9.684,35.0729
13640,2019,7,24,23,5,9.683,35.0719
13641,2019,7,24,23,10,9.683,35.0719
13642,2019,7,24,23,15,9.683,35.0709
13643,2019,7,24,23,20,9.683,35.0709
13644,2019,7,24,23,25,9.683,35.0709
13645,2019,7,24,23,30,9.683,35.0709
13646,2019,7,24,23,35,9.684,35.0699
13647,2019,7,24,23,40,9.683,35.0709
13648,2019,7,24,23,45,9.683,35.0709
13649,2019,7,24,23,50,9.683,35.0709
13650,2019,7,24,23,55,9.683,35.0709
13651,2019,7,25,0,0,9.683,35.0709
13652,2019,7,25,0,5,9.683,35.0709
13653,2019,7,25,0,10,9.683,35.0709
13654,2019,7,25,0,15,9.683,35.0709
13655,2019,7,25,0,20,9.683,35.0699
13656,2019,7,25,0,25,9.685,35.0709
13657,2019,7,25,0,30,9.684,35.0699
13658,2019,7,25,0,35,9.685,35.0679
13659,2019,7,25,0,40,9.685,35.0669
13660,2019,7,25,0,45,9.685,35.0669
13661,2019,7,25,0,50,9.685,35.0669
13662,2019,7,25,0,55,9.686,35.0689
13663,2019,7,25,1,0,9.687,35.0679
13664,2019,7,25,1,5,9.687,35.0699
13665,2019,7,25,1,10,9.687,35.0709
13666,2019,7,25,1,15,9.688,35.0679
13667,2019,7,25,1,20,9.689,35.0679
13668,2019,7,25,1,25,9.69,35.0679
13669,2019,7,25,1,30,9.69,35.0679
13670,2019,7,25,1,35,9.691,35.0669
13671,2019,7,25,1,40,9.693,35.0649
13672,2019,7,25,1,45,9.694,35.0609
13673,2019,7,25,1,50,9.695,35.0599
13674,2019,7,25,1,55,9.694,35.0619
13675,2019,7,25,2,0,9.694,35.0639
13676,2019,7,25,2,5,9.695,35.0629
13677,2019,7,25,2,10,9.694,35.0629
13678,2019,7,25,2,15,9.694,35.0629
13679,2019,7,25,2,20,9.694,35.0599
13680,2019,7,25,2,25,9.694,35.0599
13681,2019,7,25,2,30,9.693,35.0599
13682,2019,7,25,2,35,9.69,35.0609
13683,2019,7,25,2,40,9.687,35.0629
13684,2019,7,25,2,45,9.685,35.0639
13685,2019,7,25,2,50,9.683,35.0629
13686,2019,7,25,2,55,9.683,35.0629
13687,2019,7,25,3,0,9.683,35.0599
13688,2019,7,25,3,5,9.68,35.0629
13689,2019,7,25,3,10,9.679,35.0639
13690,2019,7,25,3,15,9.678,35.0649
13691,2019,7,25,3,20,9.677,35.0649
13692,2019,7,25,3,25,9.679,35.0639
13693,2019,7,25,3,30,9.68,35.0649
13694,2019,7,25,3,35,9.681,35.0659
13695,2019,7,25,3,40,9.682,35.0649
13696,2019,7,25,3,45,9.683,35.0619
13697,2019,7,25,3,50,9.684,35.0599
13698,2019,7,25,3,55,9.685,35.0589
13699,2019,7,25,4,0,9.686,35.0589
13700,2019,7,25,4,5,9.688,35.0579
13701,2019,7,25,4,10,9.688,35.0579
13702,2019,7,25,4,15,9.689,35.0589
13703,2019,7,25,4,20,9.689,35.0589
13704,2019,7,25,4,25,9.689,35.0589
13705,2019,7,25,4,30,9.689,35.0599
13706,2019,7,25,4,35,9.688,35.0589
13707,2019,7,25,4,40,9.689,35.0589
13708,2019,7,25,4,45,9.689,35.0579
13709,2019,7,25,4,50,9.689,35.0579
13710,2019,7,25,4,55,9.689,35.0559
13711,2019,7,25,5,0,9.687,35.0569
13712,2019,7,25,5,5,9.686,35.0569
13713,2019,7,25,5,10,9.685,35.0569
13714,2019,7,25,5,15,9.683,35.0609
13715,2019,7,25,5,20,9.683,35.0599
13716,2019,7,25,5,25,9.683,35.0609
13717,2019,7,25,5,30,9.683,35.0609
13718,2019,7,25,5,35,9.683,35.0609
13719,2019,7,25,5,40,9.682,35.0599
13720,2019,7,25,5,45,9.681,35.0599
13721,2019,7,25,5,50,9.679,35.0609
13722,2019,7,25,5,55,9.677,35.0619
13723,2019,7,25,6,0,9.675,35.0629
13724,2019,7,25,6,5,9.673,35.0629
13725,2019,7,25,6,10,9.672,35.0639
13726,2019,7,25,6,15,9.671,35.0649
13727,2019,7,25,6,20,9.67,35.0649
13728,2019,7,25,6,25,9.67,35.0659
13729,2019,7,25,6,30,9.67,35.0659
13730,2019,7,25,6,35,9.669,35.0669
13731,2019,7,25,6,40,9.67,35.0659
13732,2019,7,25,6,45,9.67,35.0659
13733,2019,7,25,6,50,9.671,35.0659
13734,2019,7,25,6,55,9.672,35.0669
13735,2019,7,25,7,0,9.672,35.0669
13736,2019,7,25,7,5,9.674,35.0669
13737,2019,7,25,7,10,9.674,35.0669
13738,2019,7,25,7,15,9.675,35.0659
13739,2019,7,25,7,20,9.675,35.0669
13740,2019,7,25,7,25,9.676,35.0649
13741,2019,7,25,7,30,9.677,35.0659
13742,2019,7,25,7,35,9.679,35.0659
13743,2019,7,25,7,40,9.679,35.0659
13744,2019,7,25,7,45,9.68,35.0659
13745,2019,7,25,7,50,9.68,35.0669
13746,2019,7,25,7,55,9.682,35.0669
13747,2019,7,25,8,0,9.683,35.0659
13748,2019,7,25,8,5,9.684,35.0659
13749,2019,7,25,8,10,9.687,35.0649
13750,2019,7,25,8,15,9.688,35.0659
13751,2019,7,25,8,20,9.692,35.0649
13752,2019,7,25,8,25,9.693,35.0649
13753,2019,7,25,8,30,9.695,35.0649
13754,2019,7,25,8,35,9.696,35.0649
13755,2019,7,25,8,40,9.696,35.0639
13756,2019,7,25,8,45,9.697,35.0639
13757,2019,7,25,8,50,9.698,35.0639
13758,2019,7,25,8,55,9.7,35.0629
13759,2019,7,25,9,0,9.7,35.0629
13760,2019,7,25,9,5,9.7,35.0639
13761,2019,7,25,9,10,9.701,35.0639
13762,2019,7,25,9,15,9.701,35.0619
13763,2019,7,25,9,20,9.7,35.0629
13764,2019,7,25,9,25,9.7,35.0629
13765,2019,7,25,9,30,9.7,35.0629
13766,2019,7,25,9,35,9.7,35.0629
13767,2019,7,25,9,40,9.701,35.0629
13768,2019,7,25,9,45,9.701,35.0639
13769,2019,7,25,9,50,9.699,35.0659
13770,2019,7,25,9,55,9.698,35.0679
13771,2019,7,25,10,0,9.698,35.0689
13772,2019,7,25,10,5,9.698,35.0699
13773,2019,7,25,10,10,9.697,35.0699
13774,2019,7,25,10,15,9.697,35.0699
13775,2019,7,25,10,20,9.697,35.0699
13776,2019,7,25,10,25,9.698,35.0699
13777,2019,7,25,10,30,9.698,35.0699
13778,2019,7,25,10,35,9.698,35.0699
13779,2019,7,25,10,40,9.7,35.0699
13780,2019,7,25,10,45,9.7,35.0699
13781,2019,7,25,10,50,9.701,35.0709
13782,2019,7,25,10,55,9.701,35.0699
13783,2019,7,25,11,0,9.701,35.0699
13784,2019,7,25,11,5,9.701,35.0699
13785,2019,7,25,11,10,9.701,35.0709
13786,2019,7,25,11,15,9.702,35.0699
13787,2019,7,25,11,20,9.703,35.0689
13788,2019,7,25,11,25,9.703,35.0699
13789,2019,7,25,11,30,9.705,35.0689
13790,2019,7,25,11,35,9.705,35.0689
13791,2019,7,25,11,40,9.705,35.0699
13792,2019,7,25,11,45,9.706,35.0689
13793,2019,7,25,11,50,9.707,35.0689
13794,2019,7,25,11,55,9.708,35.0689
13795,2019,7,25,12,0,9.707,35.0679
13796,2019,7,25,12,5,9.709,35.0679
13797,2019,7,25,12,10,9.709,35.0669
13798,2019,7,25,12,15,9.707,35.0679
13799,2019,7,25,12,20,9.707,35.0679
13800,2019,7,25,12,25,9.707,35.0679
13801,2019,7,25,12,30,9.706,35.0679
13802,2019,7,25,12,35,9.707,35.0679
13803,2019,7,25,12,40,9.706,35.0689
13804,2019,7,25,12,45,9.707,35.0679
13805,2019,7,25,12,50,9.707,35.0679
13806,2019,7,25,12,55,9.708,35.0689
13807,2019,7,25,13,0,9.709,35.0679
13808,2019,7,25,13,5,9.71,35.0679
13809,2019,7,25,13,10,9.711,35.0679
13810,2019,7,25,13,15,9.712,35.0679
13811,2019,7,25,13,20,9.712,35.0679
13812,2019,7,25,13,25,9.713,35.0679
13813,2019,7,25,13,30,9.712,35.0679
13814,2019,7,25,13,35,9.714,35.0669
13815,2019,7,25,13,40,9.714,35.0669
13816,2019,7,25,13,45,9.714,35.0689
13817,2019,7,25,13,50,9.716,35.0679
13818,2019,7,25,13,55,9.716,35.0689
13819,2019,7,25,14,0,9.717,35.0679
13820,2019,7,25,14,5,9.718,35.0669
13821,2019,7,25,14,10,9.718,35.0669
13822,2019,7,25,14,15,9.721,35.0639
13823,2019,7,25,14,20,9.723,35.0629
13824,2019,7,25,14,25,9.725,35.0609
13825,2019,7,25,14,30,9.727,35.0589
13826,2019,7,25,14,35,9.727,35.0609
13827,2019,7,25,14,40,9.728,35.0629
13828,2019,7,25,14,45,9.728,35.0639
13829,2019,7,25,14,50,9.727,35.0649
13830,2019,7,25,14,55,9.726,35.0639
13831,2019,7,25,15,0,9.725,35.0639
13832,2019,7,25,15,5,9.725,35.0639
13833,2019,7,25,15,10,9.725,35.0639
13834,2019,7,25,15,15,9.724,35.0649
13835,2019,7,25,15,20,9.724,35.0659
13836,2019,7,25,15,25,9.725,35.0659
13837,2019,7,25,15,30,9.726,35.0649
13838,2019,7,25,15,35,9.727,35.0659
13839,2019,7,25,15,40,9.728,35.0649
13840,2019,7,25,15,45,9.729,35.0649
13841,2019,7,25,15,50,9.73,35.0619
13842,2019,7,25,15,55,9.732,35.0589
13843,2019,7,25,16,0,9.733,35.0589
13844,2019,7,25,16,5,9.735,35.0579
13845,2019,7,25,16,10,9.736,35.0589
13846,2019,7,25,16,15,9.737,35.0579
13847,2019,7,25,16,20,9.736,35.0579
13848,2019,7,25,16,25,9.737,35.0579
13849,2019,7,25,16,30,9.737,35.0579
13850,2019,7,25,16,35,9.734,35.0589
13851,2019,7,25,16,40,9.736,35.0589
13852,2019,7,25,16,45,9.737,35.0579
13853,2019,7,25,16,50,9.737,35.0549
13854,2019,7,25,16,55,9.742,35.0529
13855,2019,7,25,17,0,9.748,35.0549
13856,2019,7,25,17,5,9.751,35.0529
13857,2019,7,25,17,10,9.748,35.0549
13858,2019,7,25,17,15,9.744,35.0559
13859,2019,7,25,17,20,9.74,35.0579
13860,2019,7,25,17,25,9.731,35.0589
13861,2019,7,25,17,30,9.727,35.0609
13862,2019,7,25,17,35,9.728,35.0619
13863,2019,7,25,17,40,9.732,35.0629
13864,2019,7,25,17,45,9.743,35.0629
13865,2019,7,25,17,50,9.756,35.0599
13866,2019,7,25,17,55,9.762,35.0589
13867,2019,7,25,18,0,9.766,35.0579
13868,2019,7,25,18,5,9.768,35.0569
13869,2019,7,25,18,10,9.769,35.0569
13870,2019,7,25,18,15,9.769,35.0559
13871,2019,7,25,18,20,9.767,35.0569
13872,2019,7,25,18,25,9.766,35.0559
13873,2019,7,25,18,30,9.762,35.0559
13874,2019,7,25,18,35,9.761,35.0559
13875,2019,7,25,18,40,9.76,35.0559
13876,2019,7,25,18,45,9.759,35.0569
13877,2019,7,25,18,50,9.759,35.0559
13878,2019,7,25,18,55,9.76,35.0549
13879,2019,7,25,19,0,9.76,35.0549
13880,2019,7,25,19,5,9.759,35.0549
13881,2019,7,25,19,10,9.758,35.0549
13882,2019,7,25,19,15,9.757,35.0549
13883,2019,7,25,19,20,9.754,35.0549
13884,2019,7,25,19,25,9.752,35.0559
13885,2019,7,25,19,30,9.749,35.0569
13886,2019,7,25,19,35,9.745,35.0579
13887,2019,7,25,19,40,9.741,35.0589
13888,2019,7,25,19,45,9.737,35.0619
13889,2019,7,25,19,50,9.735,35.0609
13890,2019,7,25,19,55,9.731,35.0629
13891,2019,7,25,20,0,9.73,35.0619
13892,2019,7,25,20,5,9.728,35.0629
13893,2019,7,25,20,10,9.727,35.0639
13894,2019,7,25,20,15,9.726,35.0639
13895,2019,7,25,20,20,9.725,35.0649
13896,2019,7,25,20,25,9.726,35.0649
13897,2019,7,25,20,30,9.727,35.0639
13898,2019,7,25,20,35,9.727,35.0649
13899,2019,7,25,20,40,9.726,35.0649
13900,2019,7,25,20,45,9.727,35.0649
13901,2019,7,25,20,50,9.728,35.0649
13902,2019,7,25,20,55,9.728,35.0649
13903,2019,7,25,21,0,9.73,35.0639
13904,2019,7,25,21,5,9.73,35.0639
13905,2019,7,25,21,10,9.73,35.0639
13906,2019,7,25,21,15,9.73,35.0639
13907,2019,7,25,21,20,9.729,35.0639
13908,2019,7,25,21,25,9.729,35.0639
13909,2019,7,25,21,30,9.728,35.0639
13910,2019,7,25,21,35,9.728,35.0649
13911,2019,7,25,21,40,9.729,35.0639
13912,2019,7,25,21,45,9.73,35.0639
13913,2019,7,25,21,50,9.73,35.0639
13914,2019,7,25,21,55,9.729,35.0649
13915,2019,7,25,22,0,9.728,35.0639
13916,2019,7,25,22,5,9.728,35.0639
13917,2019,7,25,22,10,9.728,35.0639
13918,2019,7,25,22,15,9.73,35.0629
13919,2019,7,25,22,20,9.731,35.0629
13920,2019,7,25,22,25,9.733,35.0629
13921,2019,7,25,22,30,9.733,35.0629
13922,2019,7,25,22,35,9.732,35.0639
13923,2019,7,25,22,40,9.732,35.0649
13924,2019,7,25,22,45,9.733,35.0649
13925,2019,7,25,22,50,9.733,35.0649
13926,2019,7,25,22,55,9.734,35.0639
13927,2019,7,25,23,0,9.736,35.0639
13928,2019,7,25,23,5,9.736,35.0649
13929,2019,7,25,23,10,9.736,35.0649
13930,2019,7,25,23,15,9.735,35.0659
13931,2019,7,25,23,20,9.734,35.0659
13932,2019,7,25,23,25,9.733,35.0659
13933,2019,7,25,23,30,9.733,35.0669
13934,2019,7,25,23,35,9.733,35.0669
13935,2019,7,25,23,40,9.729,35.0669
13936,2019,7,25,23,45,9.728,35.0669
13937,2019,7,25,23,50,9.727,35.0669
13938,2019,7,25,23,55,9.727,35.0669
13939,2019,7,26,0,0,9.727,35.0669
13940,2019,7,26,0,5,9.727,35.0669
13941,2019,7,26,0,10,9.73,35.0649
13942,2019,7,26,0,15,9.731,35.0649
13943,2019,7,26,0,20,9.73,35.0659
13944,2019,7,26,0,25,9.73,35.0659
13945,2019,7,26,0,30,9.731,35.0659
13946,2019,7,26,0,35,9.731,35.0669
13947,2019,7,26,0,40,9.73,35.0669
13948,2019,7,26,0,45,9.73,35.0659
13949,2019,7,26,0,50,9.73,35.0669
13950,2019,7,26,0,55,9.731,35.0659
13951,2019,7,26,1,0,9.731,35.0669
13952,2019,7,26,1,5,9.732,35.0649
13953,2019,7,26,1,10,9.731,35.0659
13954,2019,7,26,1,15,9.73,35.0649
13955,2019,7,26,1,20,9.732,35.0629
13956,2019,7,26,1,25,9.732,35.0609
13957,2019,7,26,1,30,9.732,35.0609
13958,2019,7,26,1,35,9.732,35.0619
13959,2019,7,26,1,40,9.733,35.0639
13960,2019,7,26,1,45,9.733,35.0629
13961,2019,7,26,1,50,9.733,35.0619
13962,2019,7,26,1,55,9.732,35.0629
13963,2019,7,26,2,0,9.731,35.0639
13964,2019,7,26,2,5,9.73,35.0649
13965,2019,7,26,2,10,9.729,35.0649
13966,2019,7,26,2,15,9.73,35.0639
13967,2019,7,26,2,20,9.73,35.0629
13968,2019,7,26,2,25,9.729,35.0639
13969,2019,7,26,2,30,9.728,35.0639
13970,2019,7,26,2,35,9.729,35.0639
13971,2019,7,26,2,40,9.728,35.0639
13972,2019,7,26,2,45,9.728,35.0639
13973,2019,7,26,2,50,9.728,35.0619
13974,2019,7,26,2,55,9.728,35.0599
13975,2019,7,26,3,0,9.729,35.0599
13976,2019,7,26,3,5,9.73,35.0609
13977,2019,7,26,3,10,9.73,35.0619
13978,2019,7,26,3,15,9.729,35.0629
13979,2019,7,26,3,20,9.727,35.0639
13980,2019,7,26,3,25,9.725,35.0649
13981,2019,7,26,3,30,9.725,35.0649
13982,2019,7,26,3,35,9.726,35.0619
13983,2019,7,26,3,40,9.725,35.0609
13984,2019,7,26,3,45,9.725,35.0609
13985,2019,7,26,3,50,9.723,35.0619
13986,2019,7,26,3,55,9.722,35.0619
13987,2019,7,26,4,0,9.724,35.0569
13988,2019,7,26,4,5,9.729,35.0549
13989,2019,7,26,4,10,9.731,35.0529
13990,2019,7,26,4,15,9.732,35.0549
13991,2019,7,26,4,20,9.731,35.0579
13992,2019,7,26,4,25,9.732,35.0599
13993,2019,7,26,4,30,9.733,35.0609
13994,2019,7,26,4,35,9.733,35.0609
13995,2019,7,26,4,40,9.733,35.0609
13996,2019,7,26,4,45,9.734,35.0599
13997,2019,7,26,4,50,9.737,35.0549
13998,2019,7,26,4,55,9.74,35.0489
13999,2019,7,26,5,0,9.741,35.0479
14000,2019,7,26,5,5,9.742,35.0489
14001,2019,7,26,5,10,9.741,35.0519
14002,2019,7,26,5,15,9.74,35.0529
14003,2019,7,26,5,20,9.738,35.0549
14004,2019,7,26,5,25,9.737,35.0559
14005,2019,7,26,5,30,9.734,35.0579
14006,2019,7,26,5,35,9.734,35.0579
14007,2019,7,26,5,40,9.733,35.0589
14008,2019,7,26,5,45,9.731,35.0589
14009,2019,7,26,5,50,9.731,35.0579
14010,2019,7,26,5,55,9.73,35.0589
14011,2019,7,26,6,0,9.728,35.0609
14012,2019,7,26,6,5,9.728,35.0599
14013,2019,7,26,6,10,9.727,35.0579
14014,2019,7,26,6,15,9.728,35.0549
14015,2019,7,26,6,20,9.726,35.0569
14016,2019,7,26,6,25,9.724,35.0589
14017,2019,7,26,6,30,9.722,35.0609
14018,2019,7,26,6,35,9.721,35.0619
14019,2019,7,26,6,40,9.722,35.0619
14020,2019,7,26,6,45,9.721,35.0639
14021,2019,7,26,6,50,9.721,35.0629
14022,2019,7,26,6,55,9.72,35.0629
14023,2019,7,26,7,0,9.719,35.0639
14024,2019,7,26,7,5,9.718,35.0639
14025,2019,7,26,7,10,9.718,35.0639
14026,2019,7,26,7,15,9.717,35.0649
14027,2019,7,26,7,20,9.716,35.0649
14028,2019,7,26,7,25,9.715,35.0659
14029,2019,7,26,7,30,9.714,35.0649
14030,2019,7,26,7,35,9.714,35.0649
14031,2019,7,26,7,40,9.714,35.0649
14032,2019,7,26,7,45,9.713,35.0659
14033,2019,7,26,7,50,9.713,35.0669
14034,2019,7,26,7,55,9.713,35.0669
14035,2019,7,26,8,0,9.713,35.0669
14036,2019,7,26,8,5,9.714,35.0669
14037,2019,7,26,8,10,9.716,35.0659
14038,2019,7,26,8,15,9.718,35.0659
14039,2019,7,26,8,20,9.721,35.0649
14040,2019,7,26,8,25,9.723,35.0649
14041,2019,7,26,8,30,9.725,35.0649
14042,2019,7,26,8,35,9.726,35.0649
14043,2019,7,26,8,40,9.727,35.0649
14044,2019,7,26,8,45,9.728,35.0659
14045,2019,7,26,8,50,9.73,35.0649
14046,2019,7,26,8,55,9.733,35.0629
14047,2019,7,26,9,0,9.735,35.0629
14048,2019,7,26,9,5,9.737,35.0629
14049,2019,7,26,9,10,9.739,35.0619
14050,2019,7,26,9,15,9.74,35.0629
14051,2019,7,26,9,20,9.741,35.0619
14052,2019,7,26,9,25,9.742,35.0609
14053,2019,7,26,9,30,9.744,35.0579
14054,2019,7,26,9,35,9.744,35.0589
14055,2019,7,26,9,40,9.744,35.0609
14056,2019,7,26,9,45,9.745,35.0599
14057,2019,7,26,9,50,9.744,35.0609
14058,2019,7,26,9,55,9.745,35.0609
14059,2019,7,26,10,0,9.746,35.0609
14060,2019,7,26,10,5,9.746,35.0619
14061,2019,7,26,10,10,9.745,35.0619
14062,2019,7,26,10,15,9.746,35.0619
14063,2019,7,26,10,20,9.746,35.0629
14064,2019,7,26,10,25,9.748,35.0619
14065,2019,7,26,10,30,9.748,35.0619
14066,2019,7,26,10,35,9.749,35.0619
14067,2019,7,26,10,40,9.75,35.0619
14068,2019,7,26,10,45,9.749,35.0629
14069,2019,7,26,10,50,9.75,35.0619
14070,2019,7,26,10,55,9.752,35.0599
14071,2019,7,26,11,0,9.751,35.0589
14072,2019,7,26,11,5,9.753,35.0589
14073,2019,7,26,11,10,9.752,35.0619
14074,2019,7,26,11,15,9.753,35.0629
14075,2019,7,26,11,20,9.751,35.0649
14076,2019,7,26,11,25,9.749,35.0669
14077,2019,7,26,11,30,9.749,35.0679
14078,2019,7,26,11,35,9.748,35.0689
14079,2019,7,26,11,40,9.75,35.0699
14080,2019,7,26,11,45,9.751,35.0699
14081,2019,7,26,11,50,9.749,35.0699
