Number,Year,Month,Day,Hour,Minute,Temp,Salinity
6556,2019,6,30,8,45,8.915,35.0589
6557,2019,6,30,8,50,8.919,35.0549
6558,2019,6,30,8,55,8.923,35.0539
6559,2019,6,30,9,0,8.923,35.0559
6560,2019,6,30,9,5,8.924,35.0559
6561,2019,6,30,9,10,8.927,35.0529
6562,2019,6,30,9,15,8.931,35.0509
6563,2019,6,30,9,20,8.93,35.0539
6564,2019,6,30,9,25,8.932,35.0509
6565,2019,6,30,9,30,8.933,35.0489
6566,2019,6,30,9,35,8.933,35.0479
6567,2019,6,30,9,40,8.928,35.0519
6568,2019,6,30,9,45,8.926,35.0559
6569,2019,6,30,9,50,8.924,35.0579
6570,2019,6,30,9,55,8.923,35.0589
6571,2019,6,30,10,0,8.926,35.0569
6572,2019,6,30,10,5,8.929,35.0579
6573,2019,6,30,10,10,8.929,35.0589
6574,2019,6,30,10,15,8.928,35.0629
6575,2019,6,30,10,20,8.931,35.0599
6576,2019,6,30,10,25,8.93,35.0609
6577,2019,6,30,10,30,8.931,35.0619
6578,2019,6,30,10,35,8.932,35.0619
6579,2019,6,30,10,40,8.932,35.0619
6580,2019,6,30,10,45,8.933,35.0609
6581,2019,6,30,10,50,8.931,35.0609
6582,2019,6,30,10,55,8.932,35.0619
6583,2019,6,30,11,0,8.932,35.0609
6584,2019,6,30,11,5,8.935,35.0589
6585,2019,6,30,11,10,8.934,35.0619
6586,2019,6,30,11,15,8.933,35.0649
6587,2019,6,30,11,20,8.932,35.0659
6588,2019,6,30,11,25,8.933,35.0659
6589,2019,6,30,11,30,8.935,35.0649
6590,2019,6,30,11,35,8.937,35.0639
6591,2019,6,30,11,40,8.938,35.0649
6592,2019,6,30,11,45,8.939,35.0639
6593,2019,6,30,11,50,8.939,35.0639
6594,2019,6,30,11,55,8.938,35.0649
6595,2019,6,30,12,0,8.939,35.0659
6596,2019,6,30,12,5,8.94,35.0649
6597,2019,6,30,12,10,8.942,35.0639
6598,2019,6,30,12,15,8.943,35.0639
6599,2019,6,30,12,20,8.944,35.0629
6600,2019,6,30,12,25,8.946,35.0619
6601,2019,6,30,12,30,8.947,35.0619
6602,2019,6,30,12,35,8.948,35.0629
6603,2019,6,30,12,40,8.95,35.0629
6604,2019,6,30,12,45,8.951,35.0639
6605,2019,6,30,12,50,8.952,35.0639
6606,2019,6,30,12,55,8.953,35.0639
6607,2019,6,30,13,0,8.954,35.0639
6608,2019,6,30,13,5,8.956,35.0639
6609,2019,6,30,13,10,8.955,35.0629
6610,2019,6,30,13,15,8.952,35.0649
6611,2019,6,30,13,20,8.951,35.0649
6612,2019,6,30,13,25,8.951,35.0649
6613,2019,6,30,13,30,8.95,35.0649
6614,2019,6,30,13,35,8.949,35.0649
6615,2019,6,30,13,40,8.95,35.0639
6616,2019,6,30,13,45,8.951,35.0649
6617,2019,6,30,13,50,8.95,35.0649
6618,2019,6,30,13,55,8.949,35.0659
6619,2019,6,30,14,0,8.945,35.0699
6620,2019,6,30,14,5,8.945,35.0719
6621,2019,6,30,14,10,8.946,35.0719
6622,2019,6,30,14,15,8.946,35.0729
6623,2019,6,30,14,20,8.946,35.0719
6624,2019,6,30,14,25,8.945,35.0739
6625,2019,6,30,14,30,8.945,35.0739
6626,2019,6,30,14,35,8.949,35.0739
6627,2019,6,30,14,40,8.951,35.0739
6628,2019,6,30,14,45,8.953,35.0739
6629,2019,6,30,14,50,8.952,35.0739
6630,2019,6,30,14,55,8.953,35.0729
6631,2019,6,30,15,0,8.955,35.0739
6632,2019,6,30,15,5,8.954,35.0729
6633,2019,6,30,15,10,8.956,35.0729
6634,2019,6,30,15,15,8.955,35.0739
6635,2019,6,30,15,20,8.957,35.0719
6636,2019,6,30,15,25,8.956,35.0739
6637,2019,6,30,15,30,8.956,35.0729
6638,2019,6,30,15,35,8.958,35.0709
6639,2019,6,30,15,40,8.955,35.0719
6640,2019,6,30,15,45,8.956,35.0719
6641,2019,6,30,15,50,8.955,35.0719
6642,2019,6,30,15,55,8.952,35.0729
6643,2019,6,30,16,0,8.953,35.0719
6644,2019,6,30,16,5,8.953,35.0719
6645,2019,6,30,16,10,8.954,35.0709
6646,2019,6,30,16,15,8.955,35.0719
6647,2019,6,30,16,20,8.955,35.0719
6648,2019,6,30,16,25,8.957,35.0699
6649,2019,6,30,16,30,8.958,35.0689
6650,2019,6,30,16,35,8.956,35.0709
6651,2019,6,30,16,40,8.959,35.0699
6652,2019,6,30,16,45,8.958,35.0699
6653,2019,6,30,16,50,8.958,35.0699
6654,2019,6,30,16,55,8.958,35.0699
6655,2019,6,30,17,0,8.96,35.0699
6656,2019,6,30,17,5,8.96,35.0709
6657,2019,6,30,17,10,8.96,35.0689
6658,2019,6,30,17,15,8.962,35.0689
6659,2019,6,30,17,20,8.961,35.0699
6660,2019,6,30,17,25,8.961,35.0689
6661,2019,6,30,17,30,8.962,35.0699
6662,2019,6,30,17,35,8.963,35.0689
6663,2019,6,30,17,40,8.961,35.0689
6664,2019,6,30,17,45,8.962,35.0679
6665,2019,6,30,17,50,8.961,35.0679
6666,2019,6,30,17,55,8.961,35.0689
6667,2019,6,30,18,0,8.961,35.0679
6668,2019,6,30,18,5,8.959,35.0699
6669,2019,6,30,18,10,8.96,35.0689
6670,2019,6,30,18,15,8.958,35.0699
6671,2019,6,30,18,20,8.958,35.0699
6672,2019,6,30,18,25,8.956,35.0709
6673,2019,6,30,18,30,8.955,35.0699
6674,2019,6,30,18,35,8.954,35.0699
6675,2019,6,30,18,40,8.954,35.0699
6676,2019,6,30,18,45,8.951,35.0709
6677,2019,6,30,18,50,8.947,35.0689
6678,2019,6,30,18,55,8.944,35.0679
6679,2019,6,30,19,0,8.939,35.0699
6680,2019,6,30,19,5,8.936,35.0709
6681,2019,6,30,19,10,8.936,35.0729
6682,2019,6,30,19,15,8.937,35.0699
6683,2019,6,30,19,20,8.934,35.0689
6684,2019,6,30,19,25,8.934,35.0689
6685,2019,6,30,19,30,8.93,35.0719
6686,2019,6,30,19,35,8.929,35.0729
6687,2019,6,30,19,40,8.931,35.0739
6688,2019,6,30,19,45,8.932,35.0729
6689,2019,6,30,19,50,8.935,35.0709
6690,2019,6,30,19,55,8.941,35.0659
6691,2019,6,30,20,0,8.945,35.0639
6692,2019,6,30,20,5,8.947,35.0649
6693,2019,6,30,20,10,8.945,35.0669
6694,2019,6,30,20,15,8.941,35.0699
6695,2019,6,30,20,20,8.939,35.0709
6696,2019,6,30,20,25,8.938,35.0719
6697,2019,6,30,20,30,8.938,35.0699
6698,2019,6,30,20,35,8.939,35.0669
6699,2019,6,30,20,40,8.94,35.0639
6700,2019,6,30,20,45,8.94,35.0609
6701,2019,6,30,20,50,8.94,35.0599
6702,2019,6,30,20,55,8.941,35.0489
6703,2019,6,30,21,0,8.94,35.0599
6704,2019,6,30,21,5,8.939,35.0549
6705,2019,6,30,21,10,8.938,35.0579
6706,2019,6,30,21,15,8.936,35.0609
6707,2019,6,30,21,20,8.935,35.0679
6708,2019,6,30,21,25,8.934,35.0699
6709,2019,6,30,21,30,8.936,35.0669
6710,2019,6,30,21,35,8.939,35.0669
6711,2019,6,30,21,40,8.941,35.0669
6712,2019,6,30,21,45,8.943,35.0659
6713,2019,6,30,21,50,8.943,35.0659
6714,2019,6,30,21,55,8.944,35.0599
6715,2019,6,30,22,0,8.945,35.0599
6716,2019,6,30,22,5,8.947,35.0579
6717,2019,6,30,22,10,8.947,35.0569
6718,2019,6,30,22,15,8.945,35.0599
6719,2019,6,30,22,20,8.944,35.0619
6720,2019,6,30,22,25,8.946,35.0579
6721,2019,6,30,22,30,8.947,35.0559
6722,2019,6,30,22,35,8.949,35.0559
6723,2019,6,30,22,40,8.951,35.0559
6724,2019,6,30,22,45,8.949,35.0589
6725,2019,6,30,22,50,8.945,35.0619
6726,2019,6,30,22,55,8.945,35.0619
6727,2019,6,30,23,0,8.943,35.0619
6728,2019,6,30,23,5,8.942,35.0639
6729,2019,6,30,23,10,8.94,35.0649
6730,2019,6,30,23,15,8.939,35.0659
6731,2019,6,30,23,20,8.939,35.0659
6732,2019,6,30,23,25,8.938,35.0659
6733,2019,6,30,23,30,8.937,35.0669
6734,2019,6,30,23,35,8.936,35.0669
6735,2019,6,30,23,40,8.936,35.0669
6736,2019,6,30,23,45,8.935,35.0659
6737,2019,6,30,23,50,8.935,35.0669
6738,2019,6,30,23,55,8.935,35.0659
6739,2019,7,1,0,0,8.935,35.0669
6740,2019,7,1,0,5,8.935,35.0669
6741,2019,7,1,0,10,8.936,35.0679
6742,2019,7,1,0,15,8.936,35.0679
6743,2019,7,1,0,20,8.938,35.0669
6744,2019,7,1,0,25,8.938,35.0659
6745,2019,7,1,0,30,8.939,35.0669
6746,2019,7,1,0,35,8.938,35.0679
6747,2019,7,1,0,40,8.937,35.0689
6748,2019,7,1,0,45,8.936,35.0679
6749,2019,7,1,0,50,8.936,35.0689
6750,2019,7,1,0,55,8.935,35.0689
6751,2019,7,1,1,0,8.935,35.0689
6752,2019,7,1,1,5,8.935,35.0699
6753,2019,7,1,1,10,8.935,35.0689
6754,2019,7,1,1,15,8.934,35.0699
6755,2019,7,1,1,20,8.935,35.0699
6756,2019,7,1,1,25,8.935,35.0699
6757,2019,7,1,1,30,8.936,35.0699
6758,2019,7,1,1,35,8.936,35.0699
6759,2019,7,1,1,40,8.937,35.0699
6760,2019,7,1,1,45,8.938,35.0689
6761,2019,7,1,1,50,8.938,35.0679
6762,2019,7,1,1,55,8.939,35.0679
6763,2019,7,1,2,0,8.939,35.0679
6764,2019,7,1,2,5,8.938,35.0689
6765,2019,7,1,2,10,8.937,35.0689
6766,2019,7,1,2,15,8.936,35.0679
6767,2019,7,1,2,20,8.935,35.0669
6768,2019,7,1,2,25,8.933,35.0669
6769,2019,7,1,2,30,8.932,35.0679
6770,2019,7,1,2,35,8.931,35.0659
6771,2019,7,1,2,40,8.93,35.0639
6772,2019,7,1,2,45,8.927,35.0679
6773,2019,7,1,2,50,8.926,35.0689
6774,2019,7,1,2,55,8.925,35.0709
6775,2019,7,1,3,0,8.925,35.0719
6776,2019,7,1,3,5,8.926,35.0729
6777,2019,7,1,3,10,8.926,35.0739
6778,2019,7,1,3,15,8.928,35.0739
6779,2019,7,1,3,20,8.927,35.0739
6780,2019,7,1,3,25,8.928,35.0739
6781,2019,7,1,3,30,8.927,35.0749
6782,2019,7,1,3,35,8.927,35.0749
6783,2019,7,1,3,40,8.927,35.0739
6784,2019,7,1,3,45,8.93,35.0729
6785,2019,7,1,3,50,8.929,35.0739
6786,2019,7,1,3,55,8.927,35.0749
6787,2019,7,1,4,0,8.927,35.0739
6788,2019,7,1,4,5,8.928,35.0739
6789,2019,7,1,4,10,8.931,35.0719
6790,2019,7,1,4,15,8.927,35.0739
6791,2019,7,1,4,20,8.927,35.0729
6792,2019,7,1,4,25,8.927,35.0739
6793,2019,7,1,4,30,8.928,35.0719
6794,2019,7,1,4,35,8.928,35.0719
6795,2019,7,1,4,40,8.927,35.0719
6796,2019,7,1,4,45,8.926,35.0709
6797,2019,7,1,4,50,8.927,35.0709
6798,2019,7,1,4,55,8.926,35.0709
6799,2019,7,1,5,0,8.927,35.0709
6800,2019,7,1,5,5,8.927,35.0699
6801,2019,7,1,5,10,8.926,35.0709
6802,2019,7,1,5,15,8.926,35.0709
6803,2019,7,1,5,20,8.925,35.0709
6804,2019,7,1,5,25,8.925,35.0709
6805,2019,7,1,5,30,8.924,35.0699
6806,2019,7,1,5,35,8.924,35.0699
6807,2019,7,1,5,40,8.924,35.0729
6808,2019,7,1,5,45,8.924,35.0709
6809,2019,7,1,5,50,8.924,35.0699
6810,2019,7,1,5,55,8.925,35.0699
6811,2019,7,1,6,0,8.922,35.0699
6812,2019,7,1,6,5,8.925,35.0699
6813,2019,7,1,6,10,8.923,35.0719
6814,2019,7,1,6,15,8.923,35.0709
6815,2019,7,1,6,20,8.923,35.0709
6816,2019,7,1,6,25,8.923,35.0709
6817,2019,7,1,6,30,8.924,35.0699
6818,2019,7,1,6,35,8.924,35.0699
6819,2019,7,1,6,40,8.923,35.0709
6820,2019,7,1,6,45,8.923,35.0699
6821,2019,7,1,6,50,8.924,35.0709
6822,2019,7,1,6,55,8.923,35.0699
6823,2019,7,1,7,0,8.924,35.0699
6824,2019,7,1,7,5,8.924,35.0689
6825,2019,7,1,7,10,8.925,35.0659
6826,2019,7,1,7,15,8.925,35.0649
6827,2019,7,1,7,20,8.924,35.0639
6828,2019,7,1,7,25,8.924,35.0639
6829,2019,7,1,7,30,8.922,35.0669
6830,2019,7,1,7,35,8.921,35.0699
6831,2019,7,1,7,40,8.919,35.0729
6832,2019,7,1,7,45,8.919,35.0729
6833,2019,7,1,7,50,8.919,35.0739
6834,2019,7,1,7,55,8.918,35.0749
6835,2019,7,1,8,0,8.917,35.0759
6836,2019,7,1,8,5,8.917,35.0759
6837,2019,7,1,8,10,8.918,35.0749
6838,2019,7,1,8,15,8.919,35.0749
6839,2019,7,1,8,20,8.92,35.0739
6840,2019,7,1,8,25,8.919,35.0739
6841,2019,7,1,8,30,8.919,35.0749
6842,2019,7,1,8,35,8.92,35.0729
6843,2019,7,1,8,40,8.919,35.0729
6844,2019,7,1,8,45,8.918,35.0719
6845,2019,7,1,8,50,8.916,35.0729
6846,2019,7,1,8,55,8.921,35.0709
6847,2019,7,1,9,0,8.925,35.0659
6848,2019,7,1,9,5,8.925,35.0649
6849,2019,7,1,9,10,8.923,35.0679
6850,2019,7,1,9,15,8.927,35.0669
6851,2019,7,1,9,20,8.929,35.0629
6852,2019,7,1,9,25,8.931,35.0619
6853,2019,7,1,9,30,8.931,35.0639
6854,2019,7,1,9,35,8.931,35.0649
6855,2019,7,1,9,40,8.929,35.0639
6856,2019,7,1,9,45,8.93,35.0619
6857,2019,7,1,9,50,8.93,35.0619
6858,2019,7,1,9,55,8.927,35.0669
6859,2019,7,1,10,0,8.927,35.0689
6860,2019,7,1,10,5,8.93,35.0669
6861,2019,7,1,10,10,8.932,35.0649
6862,2019,7,1,10,15,8.936,35.0619
6863,2019,7,1,10,20,8.941,35.0599
6864,2019,7,1,10,25,8.942,35.0579
6865,2019,7,1,10,30,8.945,35.0579
6866,2019,7,1,10,35,8.945,35.0589
6867,2019,7,1,10,40,8.945,35.0589
6868,2019,7,1,10,45,8.944,35.0609
6869,2019,7,1,10,50,8.943,35.0629
6870,2019,7,1,10,55,8.943,35.0619
6871,2019,7,1,11,0,8.946,35.0629
6872,2019,7,1,11,5,8.946,35.0619
6873,2019,7,1,11,10,8.946,35.0619
6874,2019,7,1,11,15,8.948,35.0619
6875,2019,7,1,11,20,8.948,35.0619
6876,2019,7,1,11,25,8.949,35.0619
6877,2019,7,1,11,30,8.949,35.0639
6878,2019,7,1,11,35,8.95,35.0639
6879,2019,7,1,11,40,8.95,35.0649
6880,2019,7,1,11,45,8.951,35.0649
6881,2019,7,1,11,50,8.951,35.0679
6882,2019,7,1,11,55,8.951,35.0669
6883,2019,7,1,12,0,8.952,35.0679
6884,2019,7,1,12,5,8.953,35.0699
6885,2019,7,1,12,10,8.956,35.0679
6886,2019,7,1,12,15,8.954,35.0689
6887,2019,7,1,12,20,8.953,35.0709
6888,2019,7,1,12,25,8.954,35.0689
6889,2019,7,1,12,30,8.955,35.0689
6890,2019,7,1,12,35,8.957,35.0699
6891,2019,7,1,12,40,8.96,35.0699
6892,2019,7,1,12,45,8.963,35.0689
6893,2019,7,1,12,50,8.964,35.0689
6894,2019,7,1,12,55,8.966,35.0679
6895,2019,7,1,13,0,8.97,35.0689
6896,2019,7,1,13,5,8.97,35.0689
6897,2019,7,1,13,10,8.973,35.0679
6898,2019,7,1,13,15,8.974,35.0699
6899,2019,7,1,13,20,8.975,35.0699
6900,2019,7,1,13,25,8.977,35.0699
6901,2019,7,1,13,30,8.977,35.0699
6902,2019,7,1,13,35,8.975,35.0709
6903,2019,7,1,13,40,8.974,35.0709
6904,2019,7,1,13,45,8.971,35.0719
6905,2019,7,1,13,50,8.971,35.0709
6906,2019,7,1,13,55,8.967,35.0729
6907,2019,7,1,14,0,8.964,35.0729
6908,2019,7,1,14,5,8.964,35.0739
6909,2019,7,1,14,10,8.965,35.0759
6910,2019,7,1,14,15,8.966,35.0769
6911,2019,7,1,14,20,8.966,35.0769
6912,2019,7,1,14,25,8.964,35.0779
6913,2019,7,1,14,30,8.963,35.0779
6914,2019,7,1,14,35,8.962,35.0799
6915,2019,7,1,14,40,8.964,35.0789
6916,2019,7,1,14,45,8.963,35.0799
6917,2019,7,1,14,50,8.962,35.0789
6918,2019,7,1,14,55,8.963,35.0789
6919,2019,7,1,15,0,8.963,35.0789
6920,2019,7,1,15,5,8.964,35.0799
6921,2019,7,1,15,10,8.965,35.0799
6922,2019,7,1,15,15,8.965,35.0799
6923,2019,7,1,15,20,8.965,35.0799
6924,2019,7,1,15,25,8.964,35.0789
6925,2019,7,1,15,30,8.962,35.0799
6926,2019,7,1,15,35,8.962,35.0809
6927,2019,7,1,15,40,8.961,35.0799
6928,2019,7,1,15,45,8.961,35.0799
6929,2019,7,1,15,50,8.961,35.0799
6930,2019,7,1,15,55,8.961,35.0799
6931,2019,7,1,16,0,8.96,35.0809
6932,2019,7,1,16,5,8.96,35.0819
6933,2019,7,1,16,10,8.961,35.0799
6934,2019,7,1,16,15,8.96,35.0809
6935,2019,7,1,16,20,8.962,35.0799
6936,2019,7,1,16,25,8.961,35.0799
6937,2019,7,1,16,30,8.962,35.0799
6938,2019,7,1,16,35,8.964,35.0789
6939,2019,7,1,16,40,8.964,35.0789
6940,2019,7,1,16,45,8.964,35.0799
6941,2019,7,1,16,50,8.964,35.0789
6942,2019,7,1,16,55,8.963,35.0799
6943,2019,7,1,17,0,8.965,35.0789
6944,2019,7,1,17,5,8.965,35.0789
6945,2019,7,1,17,10,8.964,35.0789
6946,2019,7,1,17,15,8.965,35.0789
6947,2019,7,1,17,20,8.965,35.0789
6948,2019,7,1,17,25,8.967,35.0779
6949,2019,7,1,17,30,8.968,35.0779
6950,2019,7,1,17,35,8.969,35.0779
6951,2019,7,1,17,40,8.97,35.0769
6952,2019,7,1,17,45,8.971,35.0769
6953,2019,7,1,17,50,8.973,35.0759
6954,2019,7,1,17,55,8.973,35.0769
6955,2019,7,1,18,0,8.973,35.0759
6956,2019,7,1,18,5,8.974,35.0779
6957,2019,7,1,18,10,8.974,35.0769
6958,2019,7,1,18,15,8.977,35.0769
6959,2019,7,1,18,20,8.977,35.0759
6960,2019,7,1,18,25,8.978,35.0749
6961,2019,7,1,18,30,8.98,35.0739
6962,2019,7,1,18,35,8.979,35.0739
6963,2019,7,1,18,40,8.979,35.0749
6964,2019,7,1,18,45,8.979,35.0759
6965,2019,7,1,18,50,8.979,35.0769
6966,2019,7,1,18,55,8.977,35.0779
6967,2019,7,1,19,0,8.979,35.0759
6968,2019,7,1,19,5,8.978,35.0759
6969,2019,7,1,19,10,8.973,35.0749
6970,2019,7,1,19,15,8.971,35.0749
6971,2019,7,1,19,20,8.962,35.0779
6972,2019,7,1,19,25,8.961,35.0759
6973,2019,7,1,19,30,8.959,35.0759
6974,2019,7,1,19,35,8.959,35.0729
6975,2019,7,1,19,40,8.958,35.0739
6976,2019,7,1,19,45,8.959,35.0739
6977,2019,7,1,19,50,8.958,35.0739
6978,2019,7,1,19,55,8.957,35.0749
6979,2019,7,1,20,0,8.96,35.0729
6980,2019,7,1,20,5,8.967,35.0709
6981,2019,7,1,20,10,8.968,35.0719
6982,2019,7,1,20,15,8.967,35.0719
6983,2019,7,1,20,20,8.962,35.0739
6984,2019,7,1,20,25,8.961,35.0749
6985,2019,7,1,20,30,8.96,35.0749
6986,2019,7,1,20,35,8.96,35.0749
6987,2019,7,1,20,40,8.958,35.0759
6988,2019,7,1,20,45,8.955,35.0779
6989,2019,7,1,20,50,8.955,35.0769
6990,2019,7,1,20,55,8.953,35.0779
6991,2019,7,1,21,0,8.952,35.0769
6992,2019,7,1,21,5,8.953,35.0729
6993,2019,7,1,21,10,8.953,35.0729
6994,2019,7,1,21,15,8.951,35.0759
6995,2019,7,1,21,20,8.951,35.0749
6996,2019,7,1,21,25,8.948,35.0769
6997,2019,7,1,21,30,8.947,35.0769
6998,2019,7,1,21,35,8.945,35.0779
6999,2019,7,1,21,40,8.944,35.0779
7000,2019,7,1,21,45,8.942,35.0779
7001,2019,7,1,21,50,8.942,35.0779
7002,2019,7,1,21,55,8.941,35.0779
7003,2019,7,1,22,0,8.939,35.0739
7004,2019,7,1,22,5,8.94,35.0709
7005,2019,7,1,22,10,8.94,35.0689
7006,2019,7,1,22,15,8.941,35.0689
7007,2019,7,1,22,20,8.942,35.0679
7008,2019,7,1,22,25,8.943,35.0679
7009,2019,7,1,22,30,8.944,35.0669
7010,2019,7,1,22,35,8.945,35.0679
7011,2019,7,1,22,40,8.945,35.0679
7012,2019,7,1,22,45,8.946,35.0669
7013,2019,7,1,22,50,8.946,35.0679
7014,2019,7,1,22,55,8.946,35.0689
7015,2019,7,1,23,0,8.948,35.0719
7016,2019,7,1,23,5,8.95,35.0719
7017,2019,7,1,23,10,8.951,35.0709
7018,2019,7,1,23,15,8.953,35.0709
7019,2019,7,1,23,20,8.956,35.0699
7020,2019,7,1,23,25,8.957,35.0709
7021,2019,7,1,23,30,8.958,35.0679
7022,2019,7,1,23,35,8.958,35.0669
7023,2019,7,1,23,40,8.958,35.0659
7024,2019,7,1,23,45,8.954,35.0689
7025,2019,7,1,23,50,8.951,35.0679
7026,2019,7,1,23,55,8.95,35.0679
7027,2019,7,2,0,0,8.947,35.0689
7028,2019,7,2,0,5,8.944,35.0729
7029,2019,7,2,0,10,8.944,35.0699
7030,2019,7,2,0,15,8.941,35.0699
7031,2019,7,2,0,20,8.939,35.0709
7032,2019,7,2,0,25,8.938,35.0719
7033,2019,7,2,0,30,8.938,35.0719
7034,2019,7,2,0,35,8.937,35.0729
7035,2019,7,2,0,40,8.937,35.0749
7036,2019,7,2,0,45,8.937,35.0749
7037,2019,7,2,0,50,8.938,35.0759
7038,2019,7,2,0,55,8.939,35.0749
7039,2019,7,2,1,0,8.94,35.0749
7040,2019,7,2,1,5,8.941,35.0749
7041,2019,7,2,1,10,8.942,35.0739
7042,2019,7,2,1,15,8.943,35.0749
7043,2019,7,2,1,20,8.944,35.0749
7044,2019,7,2,1,25,8.944,35.0769
7045,2019,7,2,1,30,8.945,35.0779
7046,2019,7,2,1,35,8.945,35.0759
7047,2019,7,2,1,40,8.945,35.0769
7048,2019,7,2,1,45,8.946,35.0769
7049,2019,7,2,1,50,8.947,35.0749
7050,2019,7,2,1,55,8.946,35.0759
7051,2019,7,2,2,0,8.945,35.0759
7052,2019,7,2,2,5,8.944,35.0769
7053,2019,7,2,2,10,8.945,35.0769
7054,2019,7,2,2,15,8.945,35.0759
7055,2019,7,2,2,20,8.944,35.0759
7056,2019,7,2,2,25,8.942,35.0759
7057,2019,7,2,2,30,8.941,35.0749
7058,2019,7,2,2,35,8.939,35.0749
7059,2019,7,2,2,40,8.938,35.0739
7060,2019,7,2,2,45,8.937,35.0759
7061,2019,7,2,2,50,8.937,35.0769
7062,2019,7,2,2,55,8.936,35.0779
7063,2019,7,2,3,0,8.936,35.0779
7064,2019,7,2,3,5,8.933,35.0799
7065,2019,7,2,3,10,8.933,35.0809
7066,2019,7,2,3,15,8.933,35.0809
7067,2019,7,2,3,20,8.933,35.0809
7068,2019,7,2,3,25,8.934,35.0809
7069,2019,7,2,3,30,8.934,35.0819
7070,2019,7,2,3,35,8.934,35.0819
7071,2019,7,2,3,40,8.934,35.0819
7072,2019,7,2,3,45,8.935,35.0819
7073,2019,7,2,3,50,8.935,35.0819
7074,2019,7,2,3,55,8.935,35.0819
7075,2019,7,2,4,0,8.933,35.0819
7076,2019,7,2,4,5,8.933,35.0829
7077,2019,7,2,4,10,8.934,35.0829
7078,2019,7,2,4,15,8.933,35.0829
7079,2019,7,2,4,20,8.935,35.0819
7080,2019,7,2,4,25,8.935,35.0829
7081,2019,7,2,4,30,8.938,35.0829
7082,2019,7,2,4,35,8.94,35.0819
7083,2019,7,2,4,40,8.941,35.0829
7084,2019,7,2,4,45,8.944,35.0819
7085,2019,7,2,4,50,8.947,35.0819
7086,2019,7,2,4,55,8.951,35.0819
7087,2019,7,2,5,0,8.956,35.0809
7088,2019,7,2,5,5,8.955,35.0809
7089,2019,7,2,5,10,8.949,35.0809
7090,2019,7,2,5,15,8.948,35.0819
7091,2019,7,2,5,20,8.948,35.0809
7092,2019,7,2,5,25,8.946,35.0809
7093,2019,7,2,5,30,8.946,35.0799
7094,2019,7,2,5,35,8.944,35.0799
7095,2019,7,2,5,40,8.945,35.0809
7096,2019,7,2,5,45,8.943,35.0809
7097,2019,7,2,5,50,8.945,35.0799
7098,2019,7,2,5,55,8.942,35.0809
7099,2019,7,2,6,0,8.941,35.0809
7100,2019,7,2,6,5,8.943,35.0799
7101,2019,7,2,6,10,8.941,35.0819
7102,2019,7,2,6,15,8.941,35.0799
7103,2019,7,2,6,20,8.942,35.0779
7104,2019,7,2,6,25,8.943,35.0779
7105,2019,7,2,6,30,8.945,35.0779
7106,2019,7,2,6,35,8.949,35.0789
7107,2019,7,2,6,40,8.956,35.0799
7108,2019,7,2,6,45,8.96,35.0809
7109,2019,7,2,6,50,8.964,35.0789
7110,2019,7,2,6,55,8.97,35.0789
7111,2019,7,2,7,0,8.971,35.0789
7112,2019,7,2,7,5,8.975,35.0779
7113,2019,7,2,7,10,8.974,35.0789
7114,2019,7,2,7,15,8.976,35.0769
7115,2019,7,2,7,20,8.974,35.0779
7116,2019,7,2,7,25,8.976,35.0769
7117,2019,7,2,7,30,8.978,35.0779
7118,2019,7,2,7,35,8.982,35.0799
7119,2019,7,2,7,40,8.986,35.0749
7120,2019,7,2,7,45,8.987,35.0759
7121,2019,7,2,7,50,8.995,35.0779
7122,2019,7,2,7,55,8.996,35.0769
7123,2019,7,2,8,0,8.998,35.0779
7124,2019,7,2,8,5,9.012,35.0799
7125,2019,7,2,8,10,9.014,35.0799
7126,2019,7,2,8,15,9.015,35.0789
7127,2019,7,2,8,20,9.012,35.0799
7128,2019,7,2,8,25,9.001,35.0799
7129,2019,7,2,8,30,8.997,35.0789
7130,2019,7,2,8,35,9.005,35.0769
7131,2019,7,2,8,40,9.002,35.0779
7132,2019,7,2,8,45,8.993,35.0799
7133,2019,7,2,8,50,8.985,35.0809
7134,2019,7,2,8,55,8.983,35.0799
7135,2019,7,2,9,0,8.976,35.0799
7136,2019,7,2,9,5,8.977,35.0809
7137,2019,7,2,9,10,8.981,35.0799
7138,2019,7,2,9,15,8.986,35.0779
7139,2019,7,2,9,20,8.99,35.0749
7140,2019,7,2,9,25,8.997,35.0749
7141,2019,7,2,9,30,9.005,35.0699
7142,2019,7,2,9,35,9.006,35.0689
7143,2019,7,2,9,40,9.004,35.0709
7144,2019,7,2,9,45,9.001,35.0729
7145,2019,7,2,9,50,8.998,35.0749
7146,2019,7,2,9,55,8.993,35.0759
7147,2019,7,2,10,0,8.986,35.0769
7148,2019,7,2,10,5,8.987,35.0769
7149,2019,7,2,10,10,8.993,35.0749
7150,2019,7,2,10,15,8.994,35.0699
7151,2019,7,2,10,20,8.993,35.0669
7152,2019,7,2,10,25,8.993,35.0669
7153,2019,7,2,10,30,8.996,35.0679
7154,2019,7,2,10,35,9.002,35.0699
7155,2019,7,2,10,40,9.005,35.0699
7156,2019,7,2,10,45,9.007,35.0699
7157,2019,7,2,10,50,9.005,35.0709
7158,2019,7,2,10,55,9.008,35.0729
7159,2019,7,2,11,0,9.012,35.0719
7160,2019,7,2,11,5,9.015,35.0729
7161,2019,7,2,11,10,9.018,35.0729
7162,2019,7,2,11,15,9.027,35.0729
